student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade,study_efficiency,sleep_quality
STD01416,0.17541741999823787,5.0,8.0,-0.9749054784366256,1.0299911059827866,5.0,-0.4289048365741008,-0.8692334495757778,3.0,6.0,8.0,6.0,-0.9033129433226669,0.8916079238468275,-0.0536131045717626
STD01345,-1.1285245075306218,5.0,8.0,0.7150193087998054,-0.08464477135798136,5.0,0.9805783341399816,-0.7722765552145433,3.0,6.0,8.0,6.0,0.8531694192967332,-1.080077902386786,0.1225722917674977
STD01705,1.4793593475270976,5.0,11.0,0.080191541866748,0.008847520310862066,5.0,-0.3337863403909423,1.5800299159358526,3.0,6.0,8.0,6.0,1.064647740563025,19.703199104979717,-0.04172329254886779
STD00299,-0.25922988917804873,3.0,8.0,-1.364207523663866,0.9032571106094656,5.0,0.00345196425844008,-0.7017624502245549,5.0,8.0,6.0,4.0,-0.7066515745017841,0.5144103357089135,0.00043149553230501
STD01762,-1.1285245075306218,3.0,8.0,-1.2890014467449673,-0.9551618871189919,5.0,0.9286955180400778,-0.363515102850704,3.0,8.0,8.0,4.0,-1.1915700181697155,0.28201295178423996,0.11608693975500972
STD00396,0.17541741999823787,5.0,8.0,1.1043213540270458,-0.6102792111850355,5.0,-0.23002070819113238,-0.22028332708979026,5.0,6.0,6.0,4.0,0.849128432266167,-0.19947393599381158,-0.028752588523891547
STD02045,-0.25922988917804873,3.0,8.0,-1.6318526797575943,0.18232766151860533,3.0,0.00345196425844008,-0.8615209693424977,3.0,6.0,8.0,6.0,-1.307411646379277,0.5279404078746088,0.00043149553230501
STD00258,-1.1285245075306218,3.0,11.0,0.03595267309092537,1.3759125851575078,3.0,-1.6740924229718188,0.5774074856094542,3.0,8.0,4.0,6.0,0.12579175379483398,16.060210158759926,-0.20926155287147735
STD01805,1.4793593475270976,5.0,8.0,0.9937241820874889,-0.9562006903597565,5.0,0.08992332442494795,-1.2251093231971253,3.0,4.0,6.0,6.0,-0.14360738157623953,-1.232846442987401,0.011240415553118494
STD01844,-1.5631718167069084,5.0,10.0,-0.5944512069645496,0.4939686337480839,5.0,-0.48943478869065676,-2.5771346526633687,3.0,8.0,8.0,6.0,-1.9000897441956395,4.335317385968496,-0.061179348586332095
STD00664,1.044712038350811,3.0,10.0,-0.02376979975643531,0.9126063397763503,5.0,0.046687644341694014,0.48706128859103154,3.0,4.0,6.0,6.0,0.8518224236198771,-20.490761116284418,0.005835955542711752
STD02081,1.4793593475270976,3.0,11.0,0.5911504762275014,0.42125240689453863,3.0,-0.03978371582481385,2.0163359405614054,5.0,8.0,6.0,4.0,1.064647740563025,3.4108674891525053,-0.004972964478101732
STD00794,1.044712038350811,5.0,11.0,0.9516972567504569,-1.179543387124216,3.0,0.18504182060810723,-1.4168195461386566,5.0,8.0,8.0,6.0,0.7292458170260392,-1.4887292530151306,0.023130227576013403
STD01625,1.044712038350811,5.0,8.0,0.6022101934214569,-0.7193535514653527,5.0,0.945989790073379,0.8627692542408133,3.0,6.0,4.0,4.0,1.064647740563025,1.4326712893034743,0.11824872375917238
STD00882,1.4793593475270976,5.0,8.0,-0.3445015983811508,-2.5260920879657545,5.0,0.9373426540567285,-1.003650962212943,3.0,8.0,6.0,4.0,-1.7909830943703544,2.9133419610509916,0.11716783175709106
STD01715,0.17541741999823787,5.0,8.0,-1.9724919693314296,-1.0174900815648869,5.0,-0.1608436200579258,-0.6863374897579948,3.0,6.0,6.0,6.0,-2.5075847944574092,0.34795451663644894,-0.020105452507240724
STD00660,-1.5631718167069084,5.0,8.0,-0.02376979975643531,-1.0133348686018273,5.0,0.3839259489910756,-0.5386985824352069,0.0,6.0,8.0,6.0,-0.5557880586939823,22.66315189674084,0.04799074362388445
STD00805,0.6100647291745245,3.0,10.0,-0.7913141730169609,0.7090009045864234,5.0,0.6346928934739493,0.5068933806194658,3.0,6.0,4.0,6.0,-0.5126841970346095,-0.6405715933115241,0.07933661168424366
STD02311,-0.6938771983543353,5.0,11.0,-0.7647708517514672,0.028065380265013484,5.0,-0.5845532848738161,-0.8703352324662461,3.0,4.0,8.0,6.0,0.23489840362011905,1.1380340012606611,-0.07306916060922701
STD02267,-0.6938771983543353,5.0,11.0,0.9030345010970521,-2.1144663038126517,3.0,-0.9823215416397536,0.2523815329212267,3.0,8.0,6.0,4.0,0.19314153763760233,0.27948160631140984,-0.1227901927049692
STD01042,-1.5631718167069084,3.0,10.0,-0.3245941074320306,-0.9219201834145141,3.0,-0.11760793997467185,-1.4906389998000502,3.0,4.0,4.0,6.0,-0.32006381524429295,4.592316883362361,-0.014700992496833981
STD02119,1.4793593475270976,5.0,9.0,0.3434128110828935,1.142181855985399,3.0,0.7125171176238065,1.7166509943539547,5.0,6.0,6.0,4.0,1.064647740563025,4.998797187969749,0.08906463970297582
STD02283,1.044712038350811,3.0,11.0,-2.182626596016588,0.905334717090995,3.0,0.00345196425844008,1.4588337979843107,3.0,4.0,8.0,4.0,-1.011072597471096,-0.6683845054608798,0.00043149553230501
STD02147,-0.6938771983543353,5.0,11.0,-0.10339976355291661,-0.8107682366526667,5.0,-1.0860871738395628,-0.1993494521708869,5.0,4.0,4.0,8.0,0.9312951685543442,1.9279488203942206,-0.13576089672994535
STD00411,-0.25922988917804873,3.0,11.0,-0.25159997395192296,2.483276839812923,5.0,-1.6913866950051202,-1.4421605526194334,3.0,6.0,6.0,4.0,-0.39280158179448177,5.731958274745327,-0.21142333687564002
STD02342,0.17541741999823787,3.0,9.0,-0.30911050336049256,-0.0950328037656308,5.0,0.09857046044159858,-0.831772831299846,5.0,4.0,8.0,6.0,1.04848379244076,2.6908591660821415,0.012321307555199822
STD01657,0.17541741999823787,5.0,8.0,1.230402130038141,0.55837443467551,5.0,0.00345196425844008,0.5873235316236718,3.0,6.0,8.0,8.0,0.8895383025718275,0.47734274615199623,0.00043149553230501
STD00235,-1.1285245075306218,3.0,10.0,0.33456503732772913,0.7380873953278415,3.0,-0.28190352429103693,0.14661037543624397,3.0,6.0,6.0,6.0,0.7629207089474234,0.43821188432379193,-0.03523794053637962
STD01105,-1.1285245075306218,3.0,8.0,0.7216551391161786,0.01715794623698132,5.0,0.8162827498236165,-0.9739028241702914,5.0,6.0,8.0,6.0,0.680753972659246,-1.3495404818471106,0.10203534372795206
STD01560,-0.25922988917804873,3.0,11.0,-0.02376979975643531,-0.31006507460397104,3.0,0.7903413417736646,-0.2841867347369671,5.0,8.0,8.0,4.0,0.42213080270301523,11.95579002132855,0.09879266772170807
STD01789,-1.5631718167069084,3.0,11.0,1.0866258065167167,0.028065380265013484,3.0,-0.1608436200579258,-0.19163697193760687,3.0,6.0,8.0,6.0,1.064647740563025,-0.1763596730248084,-0.020105452507240724
STD00573,0.6100647291745245,3.0,11.0,-0.02376979975643531,2.570276611226985,5.0,1.8539390718217155,-0.4428434709644408,3.0,6.0,8.0,6.0,0.0166851039695489,18.630509112494636,0.23174238397771443
STD01617,-1.5631718167069084,5.0,8.0,-0.20072527485972666,1.1110177587624512,5.0,-0.06572512387476652,-0.9287297256610804,5.0,4.0,4.0,4.0,1.064647740563025,4.626869866338989,-0.008215640484345815
STD01317,1.4793593475270976,5.0,10.0,-1.691575152604955,1.170229543486053,5.0,-1.3368541183224365,-2.388592055531935,3.0,6.0,6.0,6.0,-3.2886739125739153,1.4120519870805641,-0.16710676479030456
STD02014,0.17541741999823787,5.0,10.0,-0.0790683857262138,0.028065380265013484,5.0,0.00345196425844008,0.4848577228100948,3.0,6.0,8.0,8.0,-1.431335248649971,-6.132131298202896,0.00043149553230501
STD01581,-1.5631718167069084,3.0,11.0,0.4473741527060772,-0.13242972043316817,0.0,-0.6018475569071173,0.27221362494966095,5.0,6.0,6.0,4.0,1.064647740563025,0.6084697189211645,-0.07523094461338967
STD01200,0.6100647291745245,5.0,10.0,-0.14763863232873925,-0.570804688035968,5.0,-0.06572512387476652,7.325100392363561e-05,5.0,6.0,6.0,8.0,-0.967968735811725,-0.0004961506535805033,-0.008215640484345815
STD00814,0.6100647291745245,3.0,10.0,-0.02376979975643531,-0.7609056810959497,5.0,-0.4375519725907514,-1.8564309194356152,5.0,4.0,8.0,6.0,-0.8669440600475725,78.10040212614811,-0.054693996573843925
STD02034,-0.25922988917804873,5.0,9.0,-0.02376979975643531,-0.46692436395947506,5.0,-0.6710246450403239,1.6318137117878753,3.0,6.0,4.0,6.0,1.064647740563025,-68.65071344768424,-0.08387808063004049
STD01818,-0.25922988917804873,3.0,8.0,-1.154072896978708,0.028065380265013484,5.0,0.00345196425844008,0.4154454007105747,3.0,6.0,6.0,6.0,-0.8305751767724762,-0.3599819403073976,0.00043149553230501
STD00440,-1.1285245075306218,3.0,8.0,-0.40864795810609367,-0.263318928769549,5.0,0.4876915811908855,0.03422852060844954,3.0,6.0,6.0,4.0,0.18236557222275965,-0.08376041022469294,0.06096144764886069
STD01193,0.17541741999823787,3.0,9.0,-0.02376979975643531,0.013002733273921693,5.0,-0.09166653192471919,-0.2841867347369671,3.0,4.0,8.0,6.0,1.064647740563025,11.95579002132855,-0.011458316490589898
STD00042,-0.6938771983543353,3.0,11.0,2.589364880245447,1.0892028907063884,5.0,0.012099100275090714,-0.6940499699912748,5.0,6.0,6.0,4.0,0.9528470993840297,-0.26803868982940926,0.0015123875343863392
STD01721,-1.1285245075306218,5.0,8.0,-1.348723919592328,-2.3990983917822426,5.0,-0.03113657980816322,1.0126117273445387,3.0,6.0,8.0,4.0,-1.183488044108583,-0.7507924436089306,-0.0038920724760204027
STD00214,0.17541741999823787,5.0,10.0,0.11779458032619736,-0.7463624357252406,3.0,-0.6450832369903712,-1.4520765986336508,5.0,6.0,6.0,8.0,-1.966092532361552,-12.327193616315393,-0.0806354046237964
STD01783,1.4793593475270976,3.0,10.0,-0.7072603223428977,-1.7373807274149833,5.0,-0.9477329975731503,-1.1149310341502683,3.0,6.0,8.0,6.0,-1.658977518038528,1.576408288332795,-0.11846662469664379
STD01214,-0.25922988917804873,5.0,8.0,0.4783413608491533,0.8024931962552676,3.0,0.6952228455905053,-2.0106805241012156,3.0,4.0,4.0,6.0,1.064647740563025,-4.20344274752208,0.08690285569881316
STD00830,1.4793593475270976,3.0,10.0,-1.1474370666623346,-0.23734884775042575,3.0,0.055334780358344646,0.4914684201529057,3.0,6.0,6.0,8.0,-2.029401329173754,-0.4283184101612555,0.006916847544793081
STD02148,1.4793593475270976,5.0,9.0,-0.8687321933746509,1.1255610041331603,3.0,-0.4461991086074028,0.348236644391992,3.0,6.0,8.0,4.0,0.29281921772489883,-0.4008561522731676,-0.05577488857592535
STD00463,1.4793593475270976,5.0,8.0,0.3898636232975076,-1.3997696741663814,5.0,0.00345196425844008,0.2005977370692033,5.0,6.0,6.0,6.0,0.07325892239747457,0.5145330958875478,0.00043149553230501
STD00606,-1.5631718167069084,5.0,10.0,-0.02376979975643531,-0.11788647506245911,5.0,-0.35108061242424354,1.322212719566207,5.0,6.0,8.0,6.0,0.6241801542313203,-55.62574077672817,-0.04388507655303044
STD02299,1.044712038350811,3.0,8.0,-2.1029966322201066,0.5095506823595585,5.0,-1.1898528060393727,-0.4373345565120983,5.0,6.0,8.0,6.0,-1.3235755945015422,0.2079578016491685,-0.1487316007549216
